category,n,mean_words,afinn_norm_mean,bing_net_norm_mean,nrc_net_norm_mean
health,3,337.6666666666667,-0.009771745862212943,-0.02615869190294444,-0.0019269768621850841
sport,3,515.3333333333334,0.049589704938675185,0.011745396098943012,0.026944172024263555
tech,3,396.6666666666667,0.02786172731804586,0.027772065747202836,0.047672434086629
